transcript_id	cluster
ENSMUST00000109401.7	4
ENSMUST00000109426.1	1
ENSMUST00000109431.9	6
ENSMUST00000109432.3	7
ENSMUST00000109467.2	1
ENSMUST00000109468.2	7
ENSMUST00000109542.2	4
ENSMUST00000109554.1	5
ENSMUST00000109566.8	4
ENSMUST00000109601.7	4
ENSMUST00000109605.3	2
ENSMUST00000109616.8	2
ENSMUST00000109688.7	4
ENSMUST00000109699.10	1
ENSMUST00000109771.1	7
ENSMUST00000109772.7	7
ENSMUST00000109805.7	4
ENSMUST00000109816.7	7
ENSMUST00000109832.1	1
ENSMUST00000109848.9	7
ENSMUST00000109901.8	7
ENSMUST00000109905.3	4
ENSMUST00000109950.3	4
ENSMUST00000109964.7	4
ENSMUST00000110000.7	4
ENSMUST00000110020.7	1
ENSMUST00000110057.2	4
ENSMUST00000110082.9	4
ENSMUST00000110105.8	4
ENSMUST00000110139.1	4
ENSMUST00000110167.3	1
ENSMUST00000110204.8	2
ENSMUST00000110241.7	6
ENSMUST00000110333.1	4
ENSMUST00000110336.2	2
ENSMUST00000110361.7	6
ENSMUST00000110362.3	6
ENSMUST00000110382.8	5
ENSMUST00000110417.7	1
ENSMUST00000110455.3	2
ENSMUST00000110461.7	4
ENSMUST00000110463.7	7
ENSMUST00000110504.1	5
ENSMUST00000110505.7	4
ENSMUST00000110551.3	4
ENSMUST00000110557.4	3
ENSMUST00000110663.8	4
ENSMUST00000110695.7	1
ENSMUST00000110711.8	4
ENSMUST00000110731.3	4
ENSMUST00000110797.1	4
ENSMUST00000110835.1	4
ENSMUST00000110857.3	7
ENSMUST00000110878.1	4
ENSMUST00000110951.7	6
ENSMUST00000111018.1	4
ENSMUST00000111080.7	4
ENSMUST00000111147.7	6
ENSMUST00000111171.5	4
ENSMUST00000111228.1	1
ENSMUST00000111230.7	1
ENSMUST00000111343.1	6
ENSMUST00000111350.9	7
ENSMUST00000111435.8	1
ENSMUST00000111441.9	7
ENSMUST00000111448.1	6
ENSMUST00000111468.9	5
ENSMUST00000111472.5	5
ENSMUST00000111610.10	7
ENSMUST00000111670.8	4
ENSMUST00000111722.7	6
ENSMUST00000111742.7	5
ENSMUST00000111754.8	4
ENSMUST00000111802.3	4
ENSMUST00000111816.2	2
ENSMUST00000111817.7	4
ENSMUST00000111861.3	4
ENSMUST00000111878.7	4
ENSMUST00000111920.1	4
ENSMUST00000111961.7	7
ENSMUST00000111962.7	7
ENSMUST00000111999.7	4
ENSMUST00000112017.7	7
ENSMUST00000112090.1	7
ENSMUST00000112101.7	5
ENSMUST00000112121.5	4
ENSMUST00000112137.1	1
ENSMUST00000112138.7	4
ENSMUST00000112155.8	6
ENSMUST00000112173.7	4
ENSMUST00000112176.7	2
ENSMUST00000112198.2	2
ENSMUST00000112205.1	4
ENSMUST00000112238.8	1
ENSMUST00000112260.2	6
ENSMUST00000112268.1	4
ENSMUST00000112308.8	5
ENSMUST00000112318.9	4
ENSMUST00000112326.7	4
ENSMUST00000112327.7	4
ENSMUST00000112384.9	6
ENSMUST00000112390.7	5
ENSMUST00000112392.7	6
ENSMUST00000112482.1	5
ENSMUST00000112507.3	4
ENSMUST00000112533.7	2
ENSMUST00000112571.3	2
ENSMUST00000112581.7	2
ENSMUST00000112598.7	6
ENSMUST00000112685.7	2
ENSMUST00000112691.8	5
ENSMUST00000112890.2	2
ENSMUST00000112949.7	6
ENSMUST00000113038.7	2
ENSMUST00000113039.8	2
ENSMUST00000113097.7	4
ENSMUST00000113112.1	1
ENSMUST00000113113.1	1
ENSMUST00000113115.1	1
ENSMUST00000113127.6	2
ENSMUST00000113155.1	4
ENSMUST00000113161.8	4
ENSMUST00000113211.7	6
ENSMUST00000113231.3	1
ENSMUST00000113234.7	7
ENSMUST00000113306.3	6
ENSMUST00000113369.2	2
ENSMUST00000113400.2	7
ENSMUST00000113438.7	1
ENSMUST00000113449.1	2
ENSMUST00000113453.8	4
ENSMUST00000113471.2	2
ENSMUST00000113485.8	7
ENSMUST00000113487.7	7
ENSMUST00000113519.1	4
ENSMUST00000113595.1	7
ENSMUST00000113605.9	3
ENSMUST00000113607.9	4
ENSMUST00000113617.2	7
ENSMUST00000113619.7	7
ENSMUST00000113658.7	4
ENSMUST00000113820.8	4
ENSMUST00000113827.1	2
ENSMUST00000113829.7	2
ENSMUST00000113925.7	1
ENSMUST00000113952.9	2
ENSMUST00000113956.9	4
ENSMUST00000113997.8	6
ENSMUST00000114033.8	4
ENSMUST00000114037.8	4
ENSMUST00000114092.7	4
ENSMUST00000114160.1	4
ENSMUST00000114195.7	2
ENSMUST00000114276.2	1
ENSMUST00000114340.8	4
ENSMUST00000114371.3	5
ENSMUST00000114372.2	6
ENSMUST00000114385.8	6
ENSMUST00000114426.9	4
ENSMUST00000114437.8	4
ENSMUST00000114446.7	7
ENSMUST00000114459.7	4
ENSMUST00000114464.8	6
ENSMUST00000114513.8	4
ENSMUST00000114573.8	4
ENSMUST00000114653.1	7
ENSMUST00000114657.8	7
ENSMUST00000114666.8	4
ENSMUST00000114752.2	7
ENSMUST00000114776.2	5
ENSMUST00000114797.1	4
ENSMUST00000114822.1	2
ENSMUST00000114839.7	4
ENSMUST00000114882.7	3
ENSMUST00000114888.9	5
ENSMUST00000114897.8	7
ENSMUST00000114935.7	4
ENSMUST00000114976.8	6
ENSMUST00000115021.7	1
ENSMUST00000115086.11	1
ENSMUST00000115222.8	5
ENSMUST00000115231.3	4
ENSMUST00000115233.1	5
ENSMUST00000115366.2	4
ENSMUST00000115384.8	4
ENSMUST00000115390.3	7
ENSMUST00000115395.9	4
ENSMUST00000115487.1	7
ENSMUST00000115538.4	5
ENSMUST00000115617.9	1
ENSMUST00000115645.9	5
ENSMUST00000115705.1	4
ENSMUST00000115808.2	4
ENSMUST00000115830.7	4
ENSMUST00000115844.1	4
ENSMUST00000115854.3	7
ENSMUST00000116115.2	6
ENSMUST00000116234.8	4
ENSMUST00000116305.7	4
ENSMUST00000116343.2	5
ENSMUST00000116380.8	1
ENSMUST00000116429.8	1
ENSMUST00000116440.8	6
ENSMUST00000116514.3	7
ENSMUST00000116527.1	6
ENSMUST00000116542.8	7
ENSMUST00000116551.9	7
ENSMUST00000116560.2	7
ENSMUST00000116567.2	4
ENSMUST00000116595.2	5
ENSMUST00000116612.2	4
ENSMUST00000116621.1	4
ENSMUST00000116652.7	4
ENSMUST00000116669.1	4
ENSMUST00000116976.1	5
ENSMUST00000117066.7	4
ENSMUST00000117085.1	4
ENSMUST00000117095.7	4
ENSMUST00000117129.1	5
ENSMUST00000117148.1	5
ENSMUST00000117155.1	6
ENSMUST00000117268.7	7
ENSMUST00000117288.1	3
ENSMUST00000117291.7	6
ENSMUST00000117299.8	7
ENSMUST00000117354.2	5
ENSMUST00000117396.2	6
ENSMUST00000117399.1	2
ENSMUST00000117405.1	5
ENSMUST00000117411.7	5
ENSMUST00000117430.1	6
ENSMUST00000117444.1	2
ENSMUST00000117483.1	7
ENSMUST00000117536.7	5
ENSMUST00000117557.7	7
ENSMUST00000117563.1	2
ENSMUST00000117571.1	2
ENSMUST00000117583.7	5
ENSMUST00000117634.1	1
ENSMUST00000117654.1	4
ENSMUST00000117664.1	6
ENSMUST00000117674.1	1
ENSMUST00000117730.1	4
ENSMUST00000117772.1	5
ENSMUST00000117851.1	6
ENSMUST00000117989.1	5
ENSMUST00000118009.1	7
ENSMUST00000118022.7	4
ENSMUST00000118048.1	6
ENSMUST00000118152.7	4
ENSMUST00000118155.7	6
ENSMUST00000118186.1	7
ENSMUST00000118209.7	6
ENSMUST00000118224.1	5
ENSMUST00000118282.7	5
ENSMUST00000118283.7	2
ENSMUST00000118307.1	5
ENSMUST00000118351.2	6
ENSMUST00000118366.7	4
ENSMUST00000118377.1	6
ENSMUST00000118414.1	6
ENSMUST00000118430.1	1
ENSMUST00000118448.1	4
ENSMUST00000118459.1	6
ENSMUST00000118487.7	4
ENSMUST00000118490.1	1
ENSMUST00000118498.7	1
ENSMUST00000118499.1	6
ENSMUST00000118515.7	4
ENSMUST00000118517.1	2
ENSMUST00000118539.1	5
ENSMUST00000118627.1	4
ENSMUST00000118761.1	5
ENSMUST00000118762.7	1
ENSMUST00000118808.7	4
ENSMUST00000118829.1	6
ENSMUST00000118875.7	6
ENSMUST00000118924.1	3
ENSMUST00000118928.1	6
ENSMUST00000118998.1	6
ENSMUST00000119081.1	6
ENSMUST00000119272.1	4
ENSMUST00000119383.1	5
ENSMUST00000119459.1	7
ENSMUST00000119559.7	1
ENSMUST00000119733.1	6
ENSMUST00000119756.5	1
ENSMUST00000119858.1	1
ENSMUST00000119922.1	4
ENSMUST00000119947.1	4
ENSMUST00000119950.1	1
ENSMUST00000119953.1	7
ENSMUST00000119978.1	5
ENSMUST00000120094.4	5
ENSMUST00000120142.1	4
ENSMUST00000120226.7	6
ENSMUST00000120234.1	6
ENSMUST00000120238.1	6
ENSMUST00000120310.1	4
ENSMUST00000120360.1	5
ENSMUST00000120381.8	4
ENSMUST00000120450.1	2
ENSMUST00000120461.7	4
ENSMUST00000120557.1	6
ENSMUST00000120564.1	2
ENSMUST00000120697.7	4
ENSMUST00000120770.1	2
ENSMUST00000120912.7	6
ENSMUST00000120920.1	4
ENSMUST00000120938.1	2
ENSMUST00000121046.1	7
ENSMUST00000121153.7	4
ENSMUST00000121229.1	7
ENSMUST00000121239.1	4
ENSMUST00000121304.1	5
ENSMUST00000121312.1	4
ENSMUST00000121320.1	5
ENSMUST00000121323.1	6
ENSMUST00000121454.1	6
ENSMUST00000121497.1	6
ENSMUST00000121574.1	5
ENSMUST00000121585.1	7
ENSMUST00000121600.1	4
ENSMUST00000121616.8	4
ENSMUST00000121709.1	2
ENSMUST00000121773.1	2
ENSMUST00000121779.1	2
ENSMUST00000121863.4	1
ENSMUST00000121949.1	7
ENSMUST00000121998.1	6
ENSMUST00000122000.1	6
ENSMUST00000122026.5	7
ENSMUST00000122062.1	7
ENSMUST00000122110.7	6
ENSMUST00000122128.1	6
ENSMUST00000122151.1	6
ENSMUST00000122170.1	2
ENSMUST00000122173.1	4
ENSMUST00000122214.1	1
ENSMUST00000122226.1	5
ENSMUST00000122290.1	6
ENSMUST00000122328.7	1
ENSMUST00000122365.1	6
ENSMUST00000122373.1	4
ENSMUST00000122441.1	1
ENSMUST00000122759.1	5
ENSMUST00000122807.7	7
ENSMUST00000122874.1	2
ENSMUST00000122932.7	6
ENSMUST00000122941.7	7
ENSMUST00000123101.7	1
ENSMUST00000123177.1	4
ENSMUST00000123194.7	6
ENSMUST00000123215.7	5
ENSMUST00000123292.1	4
ENSMUST00000123321.7	7
ENSMUST00000123325.7	4
ENSMUST00000123371.7	5
ENSMUST00000123404.1	4
ENSMUST00000123424.1	4
ENSMUST00000123442.1	1
ENSMUST00000123537.1	4
ENSMUST00000123542.7	5
ENSMUST00000123580.7	7
ENSMUST00000123590.7	4
ENSMUST00000123603.1	5
ENSMUST00000123639.1	4
ENSMUST00000123642.1	4
ENSMUST00000123664.1	4
ENSMUST00000123667.1	4
ENSMUST00000123676.1	6
ENSMUST00000123730.1	1
ENSMUST00000123766.7	5
ENSMUST00000123770.1	2
ENSMUST00000123771.1	2
ENSMUST00000123778.1	5
ENSMUST00000123795.7	7
ENSMUST00000123889.7	4
ENSMUST00000123919.2	1
ENSMUST00000123963.1	4
ENSMUST00000123995.7	5
ENSMUST00000124017.1	5
ENSMUST00000124285.1	5
ENSMUST00000124289.7	4
ENSMUST00000124389.1	6
ENSMUST00000124429.1	5
ENSMUST00000124454.1	6
ENSMUST00000124494.4	6
ENSMUST00000124513.1	4
ENSMUST00000124551.1	2
ENSMUST00000124557.1	4
ENSMUST00000124566.1	4
ENSMUST00000124581.1	1
ENSMUST00000124641.1	5
ENSMUST00000124655.7	6
ENSMUST00000124678.1	4
ENSMUST00000124707.1	1
ENSMUST00000124736.7	6
ENSMUST00000124826.1	1
ENSMUST00000124844.7	1
ENSMUST00000124846.7	4
ENSMUST00000124869.7	7
ENSMUST00000124900.1	4
ENSMUST00000124913.1	6
ENSMUST00000124922.1	1
ENSMUST00000124932.1	4
ENSMUST00000124991.1	4
ENSMUST00000124993.1	7
ENSMUST00000125049.1	4
ENSMUST00000125060.1	2
ENSMUST00000125116.1	2
ENSMUST00000125119.1	7
ENSMUST00000125127.7	1
ENSMUST00000125136.1	5
ENSMUST00000125164.1	4
ENSMUST00000125166.1	6
ENSMUST00000125172.7	6
ENSMUST00000125212.1	4
ENSMUST00000125239.7	6
ENSMUST00000125243.1	7
ENSMUST00000125302.1	6
ENSMUST00000125402.7	1
ENSMUST00000125422.7	6
ENSMUST00000125453.1	5
ENSMUST00000125467.2	1
ENSMUST00000125516.7	6
ENSMUST00000125553.1	5
ENSMUST00000125556.1	6
ENSMUST00000125678.8	1
ENSMUST00000125714.1	2
ENSMUST00000125741.7	6
ENSMUST00000125774.1	1
ENSMUST00000125778.1	1
ENSMUST00000125785.7	5
ENSMUST00000125801.7	6
ENSMUST00000125803.1	6
ENSMUST00000125819.8	1
ENSMUST00000125836.1	7
ENSMUST00000125872.7	7
ENSMUST00000125969.1	5
ENSMUST00000126029.1	2
ENSMUST00000126064.1	4
ENSMUST00000126078.1	1
ENSMUST00000126116.2	2
ENSMUST00000126144.2	5
ENSMUST00000126175.7	7
ENSMUST00000126211.1	5
ENSMUST00000126220.2	5
ENSMUST00000126245.1	3
ENSMUST00000126262.1	2
ENSMUST00000126282.1	2
ENSMUST00000126283.7	1
ENSMUST00000126373.1	5
ENSMUST00000126409.1	6
ENSMUST00000126419.1	5
ENSMUST00000126458.1	6
ENSMUST00000126491.1	5
ENSMUST00000126561.7	1
ENSMUST00000126598.1	5
ENSMUST00000126604.7	4
ENSMUST00000126616.1	4
ENSMUST00000126641.1	5
ENSMUST00000126751.1	7
ENSMUST00000126787.1	5
ENSMUST00000126788.7	4
ENSMUST00000126794.1	6
ENSMUST00000126877.1	4
ENSMUST00000126904.1	6
ENSMUST00000126928.1	6
ENSMUST00000126938.1	6
ENSMUST00000127019.1	4
ENSMUST00000127076.1	5
ENSMUST00000127100.1	1
ENSMUST00000127104.1	5
ENSMUST00000127106.7	4
ENSMUST00000127210.7	5
ENSMUST00000127215.1	4
ENSMUST00000127232.2	1
ENSMUST00000127250.1	7
ENSMUST00000127252.7	4
ENSMUST00000127259.1	1
ENSMUST00000127267.1	4
ENSMUST00000127279.7	5
ENSMUST00000127300.1	4
ENSMUST00000127310.1	2
ENSMUST00000127383.7	2
ENSMUST00000127405.1	5
ENSMUST00000127423.1	4
ENSMUST00000127430.1	4
ENSMUST00000127439.1	5
ENSMUST00000127446.1	7
ENSMUST00000127463.1	1
ENSMUST00000127464.7	7
ENSMUST00000127497.1	7
ENSMUST00000127507.7	4
ENSMUST00000127514.1	3
ENSMUST00000127568.7	5
ENSMUST00000127637.7	4
ENSMUST00000127638.7	4
ENSMUST00000127647.1	5
ENSMUST00000127652.1	4
ENSMUST00000127664.1	4
ENSMUST00000127699.1	5
ENSMUST00000127710.2	2
ENSMUST00000127717.1	1
ENSMUST00000127737.1	6
ENSMUST00000127760.7	6
ENSMUST00000127773.1	4
ENSMUST00000127854.1	1
ENSMUST00000127891.2	3
ENSMUST00000127893.7	7
ENSMUST00000127968.1	5
ENSMUST00000128003.7	4
ENSMUST00000128005.1	7
ENSMUST00000128045.2	4
ENSMUST00000128059.1	4
ENSMUST00000128073.1	6
ENSMUST00000128174.1	6
ENSMUST00000128210.1	7
ENSMUST00000128270.7	1
ENSMUST00000128279.1	6
ENSMUST00000128300.8	4
ENSMUST00000128320.1	5
ENSMUST00000128325.1	5
ENSMUST00000128354.1	5
ENSMUST00000128355.1	2
ENSMUST00000128416.1	4
ENSMUST00000128475.7	7
ENSMUST00000128482.7	6
ENSMUST00000128506.1	7
ENSMUST00000128510.7	5
ENSMUST00000128532.1	7
ENSMUST00000128557.1	6
ENSMUST00000128559.1	4
ENSMUST00000128581.1	6
ENSMUST00000128586.1	4
ENSMUST00000128626.1	5
ENSMUST00000128651.1	5
ENSMUST00000128679.1	1
ENSMUST00000128729.1	5
ENSMUST00000128733.1	6
ENSMUST00000128742.1	1
ENSMUST00000128817.7	2
ENSMUST00000128819.7	1
ENSMUST00000128825.1	5
ENSMUST00000128830.4	7
ENSMUST00000128851.7	1
ENSMUST00000128870.1	5
ENSMUST00000128889.1	4
ENSMUST00000128931.7	2
ENSMUST00000128968.7	5
ENSMUST00000129005.1	5
ENSMUST00000129044.7	4
ENSMUST00000129062.1	2
ENSMUST00000129107.1	4
ENSMUST00000129122.1	5
ENSMUST00000129137.7	7
ENSMUST00000129159.1	6
ENSMUST00000129230.2	2
ENSMUST00000129265.1	1
ENSMUST00000129270.7	2
ENSMUST00000129284.1	7
ENSMUST00000129352.2	5
ENSMUST00000129369.1	5
ENSMUST00000129380.1	5
ENSMUST00000129413.1	4
ENSMUST00000129427.1	2
ENSMUST00000129496.1	6
ENSMUST00000129585.7	5
ENSMUST00000129636.1	4
ENSMUST00000129753.7	2
ENSMUST00000129838.1	2
ENSMUST00000129842.7	5
ENSMUST00000129847.7	4
ENSMUST00000129874.1	3
ENSMUST00000129909.7	6
ENSMUST00000129949.7	4
ENSMUST00000130007.7	1
ENSMUST00000130066.1	1
ENSMUST00000130128.1	3
ENSMUST00000130173.7	4
ENSMUST00000130203.1	1
ENSMUST00000130216.1	5
ENSMUST00000130238.1	6
ENSMUST00000130246.1	1
ENSMUST00000130291.7	4
ENSMUST00000130301.7	4
ENSMUST00000130314.1	1
ENSMUST00000130326.7	1
ENSMUST00000130335.7	4
ENSMUST00000130400.1	4
ENSMUST00000130406.1	7
ENSMUST00000130411.6	6
ENSMUST00000130440.1	2
ENSMUST00000130450.1	4
ENSMUST00000130456.1	1
ENSMUST00000130487.7	6
ENSMUST00000130488.2	4
ENSMUST00000130500.7	1
ENSMUST00000130503.7	5
ENSMUST00000130516.7	6
ENSMUST00000130540.1	5
ENSMUST00000130602.1	4
ENSMUST00000130633.1	5
ENSMUST00000130642.1	4
ENSMUST00000130643.7	6
ENSMUST00000130759.1	4
ENSMUST00000130760.1	6
ENSMUST00000130778.1	4
ENSMUST00000130796.1	5
ENSMUST00000130811.1	5
ENSMUST00000130834.7	1
ENSMUST00000130845.8	2
ENSMUST00000130875.7	1
ENSMUST00000130904.1	4
ENSMUST00000130908.1	1
ENSMUST00000130911.7	2
ENSMUST00000130946.7	6
ENSMUST00000130948.7	7
ENSMUST00000130990.1	4
ENSMUST00000131026.1	2
ENSMUST00000131070.1	6
ENSMUST00000131125.7	1
ENSMUST00000131158.1	1
ENSMUST00000131163.1	6
ENSMUST00000131170.1	6
ENSMUST00000131175.8	4
ENSMUST00000131192.1	1
ENSMUST00000131193.1	7
ENSMUST00000131203.1	6
ENSMUST00000131250.7	1
ENSMUST00000131286.2	5
ENSMUST00000131289.1	2
ENSMUST00000131316.1	7
ENSMUST00000131339.7	4
ENSMUST00000131373.7	5
ENSMUST00000131375.7	1
ENSMUST00000131397.1	4
ENSMUST00000131398.1	5
ENSMUST00000131471.1	5
ENSMUST00000131625.7	6
ENSMUST00000131662.1	6
ENSMUST00000131678.1	6
ENSMUST00000131683.7	4
ENSMUST00000131687.1	6
ENSMUST00000131728.2	6
ENSMUST00000131755.1	7
ENSMUST00000131787.1	5
ENSMUST00000131796.1	1
ENSMUST00000131798.1	7
ENSMUST00000131818.7	7
ENSMUST00000131837.7	4
ENSMUST00000131871.7	2
ENSMUST00000131875.7	4
ENSMUST00000131915.1	4
ENSMUST00000131921.1	5
ENSMUST00000131926.1	4
ENSMUST00000132011.1	4
ENSMUST00000132034.4	4
ENSMUST00000132040.1	2
ENSMUST00000132054.1	2
ENSMUST00000132065.7	4
ENSMUST00000132132.1	7
ENSMUST00000132159.1	6
ENSMUST00000132166.1	6
ENSMUST00000132186.7	6
ENSMUST00000132253.4	4
ENSMUST00000132308.1	6
ENSMUST00000132356.1	2
ENSMUST00000132364.1	2
ENSMUST00000132392.1	5
ENSMUST00000132525.7	4
ENSMUST00000132537.1	6
ENSMUST00000132595.1	6
ENSMUST00000132599.1	7
ENSMUST00000132614.1	1
ENSMUST00000132618.1	6
ENSMUST00000132620.7	4
ENSMUST00000132627.1	1
ENSMUST00000132628.7	7
ENSMUST00000132631.1	1
ENSMUST00000132633.1	7
ENSMUST00000132738.1	4
ENSMUST00000132754.1	7
ENSMUST00000132790.1	1
ENSMUST00000132803.1	6
ENSMUST00000132818.1	4
ENSMUST00000132964.1	5
ENSMUST00000132983.2	6
ENSMUST00000133041.7	2
ENSMUST00000133052.1	1
ENSMUST00000133090.1	1
ENSMUST00000133115.7	5
ENSMUST00000133229.1	4
ENSMUST00000133252.1	5
ENSMUST00000133316.7	7
ENSMUST00000133320.1	7
ENSMUST00000133322.1	2
ENSMUST00000133412.7	5
ENSMUST00000133426.7	2
ENSMUST00000133530.7	4
ENSMUST00000133553.7	6
ENSMUST00000133591.1	2
ENSMUST00000133601.1	5
ENSMUST00000133628.1	6
ENSMUST00000133642.1	1
ENSMUST00000133725.1	2
ENSMUST00000133769.7	1
ENSMUST00000133795.1	2
ENSMUST00000133843.7	1
ENSMUST00000133895.7	2
ENSMUST00000133923.1	3
ENSMUST00000133928.7	7
ENSMUST00000133967.7	1
ENSMUST00000133992.7	5
ENSMUST00000133997.3	2
ENSMUST00000134016.1	5
ENSMUST00000134040.1	7
ENSMUST00000134057.7	4
ENSMUST00000134080.1	7
ENSMUST00000134088.2	4
ENSMUST00000134133.1	6
ENSMUST00000134146.7	6
ENSMUST00000134158.1	2
ENSMUST00000134180.7	5
ENSMUST00000134194.7	4
ENSMUST00000134214.1	5
ENSMUST00000134278.1	6
ENSMUST00000134291.1	5
ENSMUST00000134330.1	7
ENSMUST00000134354.1	4
ENSMUST00000134424.7	7
ENSMUST00000134453.1	1
ENSMUST00000134473.1	4
ENSMUST00000134486.7	6
ENSMUST00000134542.1	7
ENSMUST00000134548.1	1
ENSMUST00000134587.1	1
ENSMUST00000134623.1	4
ENSMUST00000134632.1	5
ENSMUST00000134636.1	5
ENSMUST00000134674.7	1
ENSMUST00000134719.2	4
ENSMUST00000134775.2	4
ENSMUST00000134789.1	7
ENSMUST00000134811.1	7
ENSMUST00000134824.8	5
ENSMUST00000134855.7	1
ENSMUST00000134856.8	5
ENSMUST00000134870.7	4
ENSMUST00000134879.2	7
ENSMUST00000134897.1	6
ENSMUST00000134919.1	1
ENSMUST00000134922.7	4
ENSMUST00000134967.1	5
ENSMUST00000134973.7	4
ENSMUST00000134999.1	4
ENSMUST00000135019.1	2
ENSMUST00000135020.1	5
ENSMUST00000135025.1	6
ENSMUST00000135041.1	1
ENSMUST00000135055.7	7
ENSMUST00000135079.1	4
ENSMUST00000135088.7	2
ENSMUST00000135179.7	5
ENSMUST00000135213.7	4
ENSMUST00000135243.2	2
ENSMUST00000135345.1	6
ENSMUST00000135376.1	5
ENSMUST00000135410.1	5
ENSMUST00000135417.1	5
ENSMUST00000135424.6	2
ENSMUST00000135453.1	4
ENSMUST00000135464.1	4
ENSMUST00000135498.7	3
ENSMUST00000135519.1	2
ENSMUST00000135573.7	5
ENSMUST00000135575.1	6
ENSMUST00000135625.7	6
ENSMUST00000135642.1	6
ENSMUST00000135645.1	7
ENSMUST00000135660.7	5
ENSMUST00000135678.1	3
ENSMUST00000135703.1	1
ENSMUST00000135761.7	2
ENSMUST00000135789.7	5
ENSMUST00000135800.1	1
ENSMUST00000135812.2	7
ENSMUST00000135817.2	5
ENSMUST00000135877.7	6
ENSMUST00000135884.7	7
ENSMUST00000135893.1	6
ENSMUST00000135934.1	4
ENSMUST00000135964.1	4
ENSMUST00000135985.1	2
ENSMUST00000136002.1	1
ENSMUST00000136003.1	1
ENSMUST00000136068.1	4
ENSMUST00000136074.1	4
ENSMUST00000136081.1	1
ENSMUST00000136087.1	1
ENSMUST00000136106.1	4
ENSMUST00000136127.1	5
ENSMUST00000136162.7	7
ENSMUST00000136199.1	6
ENSMUST00000136310.1	6
ENSMUST00000136346.1	5
ENSMUST00000136378.1	5
ENSMUST00000136470.1	5
ENSMUST00000136541.1	7
ENSMUST00000136591.7	5
ENSMUST00000136596.1	1
ENSMUST00000136621.8	5
ENSMUST00000136667.1	5
ENSMUST00000136676.7	5
ENSMUST00000136703.1	5
ENSMUST00000136721.1	1
ENSMUST00000136751.1	1
ENSMUST00000136753.7	5
ENSMUST00000136770.2	7
ENSMUST00000136804.1	5
ENSMUST00000136849.1	3
ENSMUST00000136858.1	5
ENSMUST00000136877.1	4
ENSMUST00000136891.1	1
ENSMUST00000136934.1	4
ENSMUST00000136936.1	4
ENSMUST00000136938.1	5
ENSMUST00000137044.1	2
ENSMUST00000137102.7	4
ENSMUST00000137142.1	4
ENSMUST00000137145.7	4
ENSMUST00000137235.1	7
ENSMUST00000137242.1	5
ENSMUST00000137289.1	7
ENSMUST00000137307.1	6
ENSMUST00000137318.1	1
ENSMUST00000137400.7	6
ENSMUST00000137402.1	5
ENSMUST00000137423.1	3
ENSMUST00000137475.1	1
ENSMUST00000137503.1	1
ENSMUST00000137536.1	7
ENSMUST00000137556.2	6
ENSMUST00000137591.1	5
ENSMUST00000137619.1	7
ENSMUST00000137620.1	2
ENSMUST00000137685.1	4
ENSMUST00000137699.2	2
ENSMUST00000137753.1	4
ENSMUST00000137775.1	5
ENSMUST00000137831.1	1
ENSMUST00000137874.1	4
ENSMUST00000137876.1	2
ENSMUST00000137892.7	6
ENSMUST00000137901.1	2
ENSMUST00000137902.1	7
ENSMUST00000137917.1	6
ENSMUST00000137926.8	2
ENSMUST00000137977.7	1
ENSMUST00000137985.1	7
ENSMUST00000137996.7	5
ENSMUST00000138010.2	2
ENSMUST00000138043.7	4
ENSMUST00000138045.7	1
ENSMUST00000138101.1	7
ENSMUST00000138128.2	4
ENSMUST00000138166.7	4
ENSMUST00000138212.1	5
ENSMUST00000138234.1	4
ENSMUST00000138257.7	4
ENSMUST00000138312.7	4
ENSMUST00000138328.1	1
ENSMUST00000138353.7	7
ENSMUST00000138357.7	7
ENSMUST00000138401.1	5
ENSMUST00000138414.1	2
ENSMUST00000138426.1	7
ENSMUST00000138434.7	6
ENSMUST00000138440.1	4
ENSMUST00000138483.7	6
ENSMUST00000138502.1	2
ENSMUST00000138513.1	7
ENSMUST00000138553.7	7
ENSMUST00000138567.8	2
ENSMUST00000138667.1	1
ENSMUST00000138679.1	6
ENSMUST00000138682.7	5
ENSMUST00000138709.1	7
ENSMUST00000138745.1	7
ENSMUST00000138775.1	2
ENSMUST00000138782.1	4
ENSMUST00000138791.1	4
ENSMUST00000138851.7	2
ENSMUST00000138936.1	6
ENSMUST00000138954.1	6
ENSMUST00000138962.7	6
ENSMUST00000138968.1	6
ENSMUST00000138983.1	5
ENSMUST00000138998.1	4
ENSMUST00000139049.1	7
ENSMUST00000139066.7	1
ENSMUST00000139129.8	6
ENSMUST00000139177.1	6
ENSMUST00000139223.1	5
ENSMUST00000139244.1	5
ENSMUST00000139264.1	1
ENSMUST00000139277.7	5
ENSMUST00000139287.1	4
ENSMUST00000139290.2	1
ENSMUST00000139299.7	6
ENSMUST00000139322.7	6
ENSMUST00000139343.1	6
ENSMUST00000139387.7	7
ENSMUST00000139391.1	4
ENSMUST00000139408.1	7
ENSMUST00000139430.1	7
ENSMUST00000139476.7	4
ENSMUST00000139507.1	4
ENSMUST00000139596.7	5
ENSMUST00000139613.1	2
ENSMUST00000139619.7	1
ENSMUST00000139623.1	7
ENSMUST00000139668.7	4
ENSMUST00000139715.7	5
ENSMUST00000139737.1	2
ENSMUST00000139843.1	4
ENSMUST00000139846.1	7
ENSMUST00000139952.1	4
ENSMUST00000139959.7	6
ENSMUST00000139964.1	5
ENSMUST00000139988.1	7
